,id,index,diff,type,claim/issue,correctness (1/0/-1),additional claims,old_file,new_file
434,33781,8081,"@@ -235,11 +235,16 @@ echo ""echo '{export_forseti_vars}' >> /etc/profile.d/forseti_environment.sh"" | s
 gsutil cp gs://{scanner_bucket}/configs/forseti_conf_server.yaml {forseti_server_conf}
 gsutil cp -r gs://{scanner_bucket}/rules {forseti_home}/
 
+# Download the Newest Config Validator constraints from GCS
+rm -rf /home/ubuntu/config_validator_constraints
+gsutil cp -r gs://{scanner_bucket}/config_validator_constraints /home/ubuntu/
+
 # Start Forseti service depends on vars defined above.
 bash ./install/gcp/scripts/initialize_forseti_services.sh
 
 echo ""Starting services.""
 systemctl start cloudsqlproxy
+systemctl start config-validator
 sleep 5
 
 echo ""Attempting to update database schema, if necessary.""",claim,"The code changes include the addition of a new section that downloads the latest Config Validator constraints from Google Cloud Storage (GCS) and starts the ""config-validator"" service",,,test8081_old.py,test8081_new.py
435,,,,claim,"The existing code was removing and replacing a line of code that was starting the ""cloudsqlproxy"" service.",,,,
436,22814,6662,"@@ -5,10 +5,10 @@ import pytest
 from mmdet.datasets import DATASETS
 
 
-@patch('mmdet.datasets.CocoDataset.load_annotations', MagicMock)
-@patch('mmdet.datasets.CustomDataset.load_annotations', MagicMock)
-@patch('mmdet.datasets.XMLDataset.load_annotations', MagicMock)
-@patch('mmdet.datasets.CityscapesDataset.load_annotations', MagicMock)
+@patch('mmdet.datasets.CocoDataset.load_annotations', MagicMock())
+@patch('mmdet.datasets.CustomDataset.load_annotations', MagicMock())
+@patch('mmdet.datasets.XMLDataset.load_annotations', MagicMock())
+@patch('mmdet.datasets.CityscapesDataset.load_annotations', MagicMock())
 @patch('mmdet.datasets.CocoDataset._filter_imgs', MagicMock)
 @patch('mmdet.datasets.CustomDataset._filter_imgs', MagicMock)
 @patch('mmdet.datasets.XMLDataset._filter_imgs', MagicMock)",claim,"The code changes in the GIT DIFF are related to the patching of the load_annotations method of the CocoDataset, CustomDataset, XMLDataset, and CityscapesDataset classes",,,test6662_old.py,test6662_new.py
437,,,,claim,"The original lines of code were patching these methods with a MagicMock, while the updated lines of code are patching these methods with a MagicMock() call",,,,
438,,,,claim,"This indicates that the load_annotations method is now being mocked with a specific return value or behavior, rather than being entirely replaced with a mock.",,,,
439,,,,issue,Code complexity smell detected with 1 of 1 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
440,25074,2178,"@@ -49,7 +49,7 @@ def readObjects(obj):
 	_startGenerator(readObjectsHelper_generator(obj))
 
 def generateObjectSubtreeSpeech(obj,indexGen):
-	index=indexGen.next()
+	index=next(indexGen)
 	speech.speakObject(obj,reason=controlTypes.REASON_SAYALL,index=index)
 	yield obj,index
 	child=obj.simpleFirstChild",claim,The code change in the GIT DIFF replaces an existing line of code,,,test2178_old.py,test2178_new.py
441,,,,claim,"The replaced line of code now uses the ""next()"" function to get the next value from the ""indexGen"" generator instead of the "".next()"" method",,,,
442,,,,claim,This indicates that the code is now using a different way to get the next value from the generator.,,,,
443,,,,issue,Code complexity smell detected with 2 of 9 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
444,29558,6295,"@@ -1,9 +1,9 @@
 # -*- coding: UTF-8 -*-
-#appModules/explorer.py
-#A part of NonVisual Desktop Access (NVDA)
-#Copyright (C) 2006-2019 NV Access Limited, Joseph Lee, Łukasz Golonka
-#This file is covered by the GNU General Public License.
-#See the file COPYING for more details.
+# appModules/explorer.py
+# A part of NonVisual Desktop Access (NVDA)
+# Copyright (C) 2006-2019 NV Access Limited, Joseph Lee, Łukasz Golonka, Julien Cochuyt
+# This file is covered by the GNU General Public License.
+# See the file COPYING for more details.
 
 """"""App module for Windows Explorer (aka Windows shell and renamed to File Explorer in Windows 8).
 Provides workarounds for controls such as identifying Start button, notification area and others.",claim,The GIT DIFF shows that the copyright notice has been updated to include additional contributors: Julien Cochuyt,,,test6295_old.py,test6295_new.py
445,,,,claim,The file header has also been reformatted to improve readability.,,,,
446,,,,issue,"Shotgun smell detected with 11 classes with too many external fuctions and class with most external function calls, `AppModule` having 30 external function calls",,,,
447,,,,issue,Code complexity smell detected with 3 of 30 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
448,13185,2914,"@@ -26,7 +26,7 @@ import struct
 import time
 from scapy.packet import *
 from scapy.fields import *
-from scapy.contrib.ppi import PPIGenericFldHdr, addPPIType
+from scapy.layers.dot11 import *
 from scapy.error import warning
 import scapy.modules.six as six
 from scapy.modules.six.moves import range",claim,The code change in the GIT DIFF replaces an import statement,,,test2914_old.py,test2914_new.py
449,,,,claim,The original line imported the PPIGenericFldHdr and addPPIType from the scapy.contrib.ppi module,,,,
450,,,,claim,The new line imports all modules from the scapy.layers.dot11 package,,,,
451,,,,claim,"This suggests a change in the way the code is structured or is being used, possibly to work with 802.11 (Wi-Fi) related functions or protocols.",,,,
452,,,,issue,"Shotgun smell detected with 12 classes with too many external fuctions and class with most external function calls, `VectorFlags_Field` having 9 external function calls",,,,
453,,,,issue,Class cohesion smell detected with 1 out of 19 classes having cohesion < 30%,,,,
454,21725,6872,"@@ -270,6 +270,7 @@ def eval_map(det_results,
              iou_thr=0.5,
              dataset=None,
              logger=None,
+             tpfp_func=None,
              nproc=4):
     """"""Evaluate mAP of a dataset.
 ",claim,"The code change adds a new parameter ""tpfp_func=None"" to the ""eval_map"" function",,,test6872_old.py,test6872_new.py
455,,,,claim,"This suggests that the function now accepts an additional argument, ""tpfp_func"", which is set to None by default.",,,,
456,,,,issue,Code complexity smell detected with 5 of 6 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
457,11479,3932,"@@ -1,10 +1,10 @@
-import StringIO
 from pathod import log
 from netlib.exceptions import TcpDisconnect
-import netlib.tcp
 
+from six.moves import cStringIO
 
-class DummyIO(StringIO.StringIO):
+
+class DummyIO(cStringIO):
 
     def start_log(self, *args, **kwargs):
         pass",claim,The code changes in this GIT DIFF involve both import statements and the class definition,,,test3932_old.py,test3932_new.py
458,,,,claim,"The import statement for ""StringIO"" has been removed and replaced with a new import statement that imports ""cStringIO"" from ""six.moves""",,,,
459,,,,claim,"The class ""DummyIO"" has also been changed to inherit from ""cStringIO"" instead of ""StringIO.StringIO""",,,,
460,,,,claim,This suggests a shift in the way string I/O is being handled in the code.,,,,
461,10682,1232,"@@ -827,8 +827,9 @@ class Series(_Frame, IndexOpsMixin, Generic[T]):
         Name: my_name, dtype: int64
         """"""
         if index is None:
-            return self
-        scol = self._scol.alias(index)
+            scol = self._scol
+        else:
+            scol = self._scol.alias(index)
         if kwargs.get('inplace', False):
             self._internal = self._internal.copy(scol=scol)
             return self",claim,"The code change in the GIT DIFF modifies the conditional statement that sets the ""scol"" variable",,,test1232_old.py,test1232_new.py
462,,,,claim,"Previously, if the ""index"" was None, the ""scol"" variable was set to the alias of ""_scol""",,,,
463,,,,claim,"Now, if the ""index"" is not None, the ""scol"" variable is set to the ""_scol"" itself",,,,
464,,,,claim,"If the ""index"" is None, the ""scol"" variable is still set to the alias of ""_scol""",,,,
465,,,,claim,"This change could potentially affect the behavior of the code if the ""_scol"" is not modified when the ""index"" is not None.",,,,
466,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `Series` having 323 external function calls",,,,
467,,,,issue,Class cohesion smell detected with 1 out of 1 classes having cohesion < 30%,,,,
468,,,,issue,Code complexity smell detected with 1 of 85 code blocks having cyclomatic complexity of rank C or worse (rank C is moderate to slighly complex with cyclomatic complexity between 11 and 20).,,,,
469,24797,6595,"@@ -376,7 +376,6 @@ def _init_profiles():
         private_profile.setter = ProfileSetter(  # type: ignore[attr-defined]
             private_profile)
         assert private_profile.isOffTheRecord()
-        private_profile.setter.init_profile()
 
 
 def _init_site_specific_quirks():",claim,The code change represented by the GIT DIFF removes a line of code that was previously initializing a profile setter for the private profile,,,test6595_old.py,test6595_new.py
470,,,,claim,This suggests that the profile setter is no longer needed for the private profile.,,,,
471,,,,issue,"Shotgun smell detected with 3 classes with too many external fuctions and class with most external function calls, `WebEngineSettings` having 30 external function calls",,,,
472,,,,issue,Class cohesion smell detected with 1 out of 3 classes having cohesion < 30%,,,,
473,19652,8253,"@@ -87,7 +87,7 @@ class SparkReader:
         try:
             response_handler(response)
         except Exception as e:
-            current_app.logger.error('Error in the response handler: %s, data: %s %'
+            current_app.logger.error('Error in the response handler: %s, data: %s' %
                                      (str(e), json.dumps(response, indent=4)), exc_info=True)
             return
 ",claim,The code change in the GIT DIFF modifies a logging error message,,,test8253_old.py,test8253_new.py
474,,,,claim,The original line of code was logging an error message with a format string that included a space at the end,,,,
475,,,,claim,"The updated line of code removes the space at the end of the format string, which should make the logging message more readable.",,,,
476,,,,issue,"Shotgun smell detected with 1 classes with too many external fuctions and class with most external function calls, `SparkReader` having 21 external function calls",,,,
477,,,,issue,Class cohesion smell detected with 1 out of 1 classes having cohesion < 30%,,,,
