,id,index,diff,type,claim/issue,correctness (1/0/-1),additional claims,old_file,new_file
515,,,,claim,"This function takes a ""virtualNode"" as an argument and returns all focusable elements from that node",,,,
516,,,,claim,"It uses the ""querySelectorAll"" function to get all descendents of the node and then filters out the non-focusable elements",,,,
517,,,,claim,The function is documented with a comment block that describes its purpose and usage.,,,,
518,,,,issue,"line 12, col 5, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
519,,,,issue,"line 13, col 5, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
520,,,,issue,"line 13, col 46, 'destructuring binding' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
521,,,,issue,"line 13, col 65, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",,,,
522,,,,issue,"line 14, col 9, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
523,18070,8514,"@@ -1,8 +1,10 @@
+import {CREDENTIALS} from ""../config.func"";
+
 module.exports = function(server) {
 
     test('who am I?', () => {
       return server.whoami().then(function (username) {
-        expect(username).toMatch('test');
+        expect(username).toMatch(CREDENTIALS.user);
       });
     });
 ",claim,The code changes include the import of the CREDENTIALS from the config.func file,,,test8514_old.js,test8514_new.js
524,,,,claim,The test case for 'who am I?' now expects the username to match the user from the CREDENTIALS object instead of the string 'test',,,,
525,,,,claim,This suggests that the test is now using a more dynamic and secure way to get the expected username.,,,,
526,,,,issue,"line 1, col 1, 'import' is only available in ES6 (use 'esversion: 6').",,,,
527,,,,issue,"line 5, col 24, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",,,,
528,10224,1903,"@@ -214,7 +214,7 @@ describe('Components', () => {
 
 		let good, bad;
 		let root = render(<GoodContainer ref={c=>good=c} />, scratch);
-		expect(scratch.innerText, 'new component with key present').to.equal('A\nB');
+		expect(scratch.textContent, 'new component with key present').to.equal('AB');
 		expect(Comp.prototype.componentWillMount).to.have.been.calledTwice;
 		expect(sideEffect).to.have.been.calledTwice;
 ",claim,The code change in the GIT DIFF replaces an existing line of code,,,test1903_old.js,test1903_new.js
529,,,,claim,"The replaced line of code now uses ""scratch.textContent"" instead of ""scratch.innerText"" to check the content of the scratch",,,,
530,,,,claim,"This change suggests that the content of the scratch is now being checked using the text content of the scratch, rather than the inner text.",,,,
531,11790,5582,"@@ -0,0 +1,13 @@
+/**
+ * Returns the tagName,
+ * if it is a HTMLElement it gets lowercased
+ * @param  {Element} node element
+ * @return {String}       normalized tagName
+ */
+axe.utils.getTagName = function(node) {
+	if (node.namespaceURI === 'http://www.w3.org/1999/xhtml') {
+		return node.tagName.toLowerCase();
+	}
+
+	return node.tagName;
+};",claim,"The GIT DIFF shows the addition of a new function named ""getTagName"" in the ""axe.utils"" object",,,test5582_old.js,test5582_new.js
532,,,,claim,This function takes an element as a parameter and returns the tagName of the element,,,,
533,,,,claim,"If the element is an HTML element with the namespace URI 'http://www.w3.org/1999/xhtml', the function returns the lowercased tagName",,,,
534,,,,claim,"Otherwise, it returns the tagName as is",,,,
535,,,,claim,This function is used to normalize the tagName of an element.,,,,
536,15739,1189,"@@ -142,7 +142,11 @@ class EditorManager {
 
     if (editorClass) {
       this.activeEditor = getEditorInstance(editorClass, this.instance);
+      this.activeEditor.row = row; // pre-preparation needed by getEditedCell
+      this.activeEditor.col = col;
       const td = this.activeEditor.getEditedCell();
+      this.activeEditor.row = null; // restore the un-initialized state
+      this.activeEditor.col = null;
       this.activeEditor.prepare(row, col, prop, td, originalValue, cellProperties);
 
     } else {",claim,The code changes include the addition of four lines,,,test1189_old.js,test1189_new.js
537,,,,claim,These lines are setting the row and column properties of the active editor before and after calling the getEditedCell method,,,,
538,,,,claim,This suggests that the getEditedCell method requires these properties to be set before it can be called,,,,
539,,,,claim,The lines also restore the un-initialized state of the row and column properties of the active editor after calling the getEditedCell method.,,,,
540,,,,issue,"line 147, col 7, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
541,14227,6840,"@@ -57,8 +57,10 @@ module Selenium
     #
     # @return [Driver]
     #
-    # @see Selenium::WebDriver::Remote::Bridge
+    # @see Selenium::WebDriver::Remote::OSSBridge
+    # @see Selenium::WebDriver::Remote::W3CBridge
     # @see Selenium::WebDriver::Firefox::Bridge
+    # @see Selenium::WebDriver::Firefox::W3CBridge
     # @see Selenium::WebDriver::IE::Bridge
     # @see Selenium::WebDriver::Edge::Bridge
     # @see Selenium::WebDriver::Chrome::Bridge",claim,The code changes in the GIT DIFF show that three lines of code have been replaced,,,test6840_old.js,test6840_new.js
542,,,,claim,"The original line that was commented out was ""# @see Selenium::WebDriver::Remote::Bridge""",,,,
543,,,,claim,"The new lines of code replace this comment and suggest three different classes: ""Selenium::WebDriver::Remote::OSSBridge"", ""Selenium::WebDriver::Remote::W3CBridge"", and ""Selenium::WebDriver::Firefox::W3CBridge""",,,,
544,,,,claim,"This suggests that the code is now referring to these three different classes instead of the original ""Selenium::WebDriver::Remote::Bridge"".",,,,
545,7808,3281,"@@ -33,7 +33,7 @@ export default Controller.extend(SettingsSaveMixin, {
     }),
 
     iconImageSource: computed('model.icon', function () {
-        return this.get('model.icon') || '';
+        return this.get('model.icon') || '/favicon.ico';
     }),
 
     coverImageSource: computed('model.cover', function () {",claim,The code change in the GIT DIFF modifies the default value returned by the 'iconImageSource' computed property,,,test3281_old.js,test3281_new.js
546,,,,claim,"Previously, if 'model.icon' was null or undefined, an empty string would be returned",,,,
547,,,,claim,"Now, the default value is '/favicon.ico'",,,,
548,,,,claim,This suggests that the code now uses a fallback icon when 'model.icon' is not set.,,,,
549,14132,7043,"@@ -6,7 +6,7 @@ var attr,
 	attrName,
 	allowed,
 	role = node.getAttribute('role'),
-	attrs = node.attributes;
+	attrs = axe.utils.getNodeAttributes(node);
 
 if (!role) {
 	role = axe.commons.aria.implicitRole(node);",claim,The code change in the GIT DIFF replaces an existing line of code,,,test7043_old.js,test7043_new.js
550,,,,claim,"Instead of assigning the attributes of the node to the variable ""attrs"", the new line of code now uses the function ""axe.utils.getNodeAttributes(node)"" to retrieve the attributes of the node",,,,
551,,,,claim,This suggests that the code is now using a different method to get the node attributes.,,,,
552,30935,9280,"@@ -1,3 +1,4 @@
+/* eslint-disable sitekit/camelcase-acronyms */
 /**
  * Profile Select component tests.
  *",claim,The code change represented by the GIT DIFF adds a new line of code that disables the ESLint rule for camelcase acronyms,,,test9280_old.js,test9280_new.js
553,,,,claim,This means that the code will not enforce the rule that requires acronyms to be written in camelcase.,,,,
554,40481,6733,"@@ -0,0 +1,6 @@
+const jestConfig = require( './jest.config' );
+
+module.exports = {
+	...jestConfig,
+	testMatch: [ '<rootDir>/.storybook/?(*.)test.js' ],
+};",claim,The GIT DIFF shows that a new file has been added,,,test6733_old.js,test6733_new.js
555,,,,claim,"This file is a configuration file for Jest, a testing framework",,,,
556,,,,claim,The added code imports the Jest configuration from './jest.config' and then exports a new configuration object,,,,
557,,,,claim,The new configuration object extends the Jest configuration and replaces the 'testMatch' property with a new array that only includes files matching the pattern '<rootDir>/.storybook/?(*.)test.js',,,,
558,,,,claim,This suggests that the new configuration is specifically tailored for testing files in the '.storybook' directory.,,,,
559,,,,issue,"line 1, col 1, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
560,,,,issue,"line 4, col 5, 'spread operator' is only available in ES6 (use 'esversion: 6').",,,,
561,,,,issue,"line 4, col 8, 'object spread property' is only available in ES9 (use 'esversion: 9').",,,,
562,35316,2139,"@@ -43,13 +43,16 @@ import { isZeroReport } from '../../modules/search-console/util/is-zero-report';
 import sumObjectListValue from '../../util/sum-object-list-value';
 const { useSelect } = Data;
 
+// reportArgs is declared in this higher scope so that it can be used by hasData.
+let reportArgs;
+
 const AdminBarClicks = ( { className } ) => {
 	const url = useSelect( ( select ) => select( CORE_SITE ).getCurrentEntityURL() );
 	const { compareStartDate, endDate } = useSelect( ( select ) => select( CORE_USER ).getDateRangeDates( {
 		compare: true,
 		offsetDays: DATE_RANGE_OFFSET,
 	} ) );
-	const reportArgs = {
+	reportArgs = {
 		startDate: compareStartDate,
 		endDate,
 		dimensions: 'date',",claim,"The code changes involve the declaration of the variable ""reportArgs""",,,test2139_old.js,test2139_new.js
563,,,,claim,"Initially, it was declared as a constant, but the changes include the addition of a comment explaining that ""reportArgs"" is declared in this higher scope so that it can be used by the ""hasData"" function",,,,
564,,,,claim,"The variable is then re-declared as a let, which means it can be reassigned, but its value cannot be changed",,,,
565,,,,claim,"The assignment of the object to ""reportArgs"" remains the same.",,,,
566,,,,issue,"line 43, col 1, 'import' is only available in ES6 (use 'esversion: 6').",,,,
567,,,,issue,"line 44, col 1, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
568,,,,issue,"line 44, col 1, 'destructuring binding' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
569,,,,issue,"line 47, col 1, 'let' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
570,,,,issue,"line 49, col 1, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
571,,,,issue,"line 49, col 24, 'destructuring binding' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
572,,,,issue,"line 49, col 40, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",,,,
573,,,,issue,"line 50, col 5, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
574,,,,issue,"line 50, col 37, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",,,,
575,,,,issue,"line 51, col 5, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
576,,,,issue,"line 51, col 5, 'destructuring binding' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
577,,,,issue,"line 51, col 63, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",,,,
578,,,,issue,"line 57, col 9, 'object short notation' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",,,,
579,10955,9691,"@@ -24,6 +24,8 @@ describe('th-has-data-cells', function () {
 			'<table>' +
 			'  <tr> <th>hi</th> <td>hello</td> </tr>' +
 			'  <tr> <th>hi</th> <td>hello</td> </tr>' +
+			'  <tr> <td>hello</td> <th>hi</th> </tr>' +
+			'  <tr> <td>hello</td> <th>hi</th> </tr>' +
 			'</table>';
 
 		var node = fixture.querySelector('table');",claim,The code change adds two new lines to the HTML string that is being created,,,test9691_old.js,test9691_new.js
580,,,,claim,These new lines are rows in a table with two cells,,,,
581,,,,claim,"The first cell contains the text ""hello"" and the second cell contains the text ""hi""",,,,
582,,,,claim,This change suggests that the structure of the table has been modified to allow for a different order of elements in the rows.,,,,
583,14581,3981,"@@ -1268,7 +1268,13 @@ var AppRouter = Backbone.Router.extend({
         }
 
         // Init sidebar based on the current url
-        self.sidebar.init();
+        if (countlyVue.sideBarComponent) {
+            var selectedMenuItem = countlyVue.sideBarComponent.$store.getters[""countlySidebar/getSelectedMenuItem""];
+            var currLink = ""#"" + Backbone.history.fragment;
+            if (selectedMenuItem.item.url !== currLink) {
+                countlyVue.sideBarComponent.$store.dispatch(""countlySidebar/updateSelectedMenuItem"", null);
+            }
+        }
     },
     sidebar: {
         init: function() {",claim,The code change in the GIT DIFF replaces the existing line of code that was initializing the sidebar,,,test3981_old.js,test3981_new.js
584,,,,claim,The new code now checks if the sideBarComponent exists before attempting to access it,,,,
585,,,,claim,"If it does exist, it retrieves the selected menu item and the current link from the sideBarComponent's store",,,,
586,,,,claim,It then checks if the selected menu item's URL is not equal to the current link,,,,
587,,,,claim,"If it's not equal, it dispatches an action to update the selected menu item to null",,,,
588,,,,claim,This change seems to be a safeguard against potential null errors or exceptions.,,,,
589,13816,9317,"@@ -13,7 +13,8 @@ module.exports = function selectPopulatedFields(query) {
     var userProvidedFields = query._userProvidedFields || {};
     if (query.selectedInclusively()) {
       for (i = 0; i < paths.length; ++i) {
-        if (!isPathInFields(userProvidedFields, paths[i])) {
+        var hasPath = query._fields[paths[i]];
+        if (!isPathInFields(userProvidedFields, paths[i]) && hasPath) {
           query.select(paths[i]);
         }
       }",claim,The code change in the GIT DIFF adds a new line to check if a path exists in the fields of the query,,,test9317_old.js,test9317_new.js
590,,,,claim,It does this by assigning the value of query._fields[paths[i]] to the variable hasPath,,,,
591,,,,claim,The condition for selecting a path has been updated to first check if the path exists in the fields and only then check if the path is in the user-provided fields,,,,
592,,,,claim,This change ensures that the code only selects paths that exist in the fields and have been provided by the user.,,,,
593,11121,1748,"@@ -11,7 +11,7 @@ if (typeof define === 'function' && define.amd) {
 	});
 }
 if (typeof module === 'object' && module.exports && typeof axeFunction.toString === 'function') {
-    axe.source = '(' + axeFunction.toString() + ')(this, this.document);';
+    axe.source = '(' + axeFunction.toString() + ')(typeof window === ""object"" ? window : this);';
     module.exports = axe;
 }
 if (typeof window.getComputedStyle === 'function') {",claim,The code change in the GIT DIFF modifies the source code of the 'axe' object,,,test1748_old.js,test1748_new.js
594,,,,claim,"The original line of code was setting the 'source' property of the 'axe' object to the string representation of the 'axeFunction' function, with 'this' and 'this.document' as arguments",,,,
595,,,,claim,The updated line of code now checks if the 'window' object is available before using it as an argument,,,,
596,,,,claim,"If 'window' is available, it is used as the argument; otherwise, 'this' is used",,,,
597,,,,claim,"This change ensures that the 'axe' object's source is correctly set, regardless of whether the 'window' object is available.",,,,
598,14688,5898,"@@ -368,6 +368,8 @@ class RemoteConnection(object):
                 ('POST', '/session/$sessionId/window/rect'),
             Command.GET_WINDOW_RECT:
                 ('GET', '/session/$sessionId/window/rect'),
+            Command.W3C_MINIMIZE_WINDOW:
+                ('POST', '/session/$sessionId/window/minimize'),
             Command.MAXIMIZE_WINDOW:
                 ('POST', '/session/$sessionId/window/$windowHandle/maximize'),
             Command.W3C_MAXIMIZE_WINDOW:",claim,"The code change adds a new command ""W3C_MINIMIZE_WINDOW"" to the RemoteConnection class",,,test5898_old.js,test5898_new.js
599,,,,claim,This command is associated with the HTTP POST method and the endpoint '/session/$sessionId/window/minimize',,,,
600,,,,claim,This suggests that the code now supports minimizing a window in a web application.,,,,
